Class,CSORD_SumCyclomaticStrict,CSLEX_NumberOfConditionalJumpStatements,CSORD_LogCyclomaticStrict,CSORD_CSNOMNAMM,CSORD_NIM,CSORD_LogStmtDecl,CSORD_CountDeclMethodPrivate,CSORD_CountDeclClassMethod,CSORD_NumberOfClassConstructors,CSORD_MinLineCode,CSORD_SumCyclomatic,CSLEX_NumberOfReturnAndPrintStatements,CSORD_MaxInheritanceTree,CSLEX_NumberOfIdentifies,CSORD_CountDeclMethodPublic,Label_Combine1,Label_LineCoverage,Label_BranchCoverage,Coverageability1,Tests
com.liferay.portlet.sites.action.ReplyMembershipRequestAction,10,4,1.0413926851582251,2,36,0.9542425094393248,0,0,0,21,8,2,4,238,2,38.8,31.4,46.2,38.22660098522167,2.0
com.liferay.portlet.sites.action.ViewMembershipRequestsAction,4,1,0.6989700043360189,1,36,0.3010299956639812,0,0,0,21,3,2,4,87,1,55.0,50.0,60.0,55.0,1.0
com.liferay.portlet.sites.search.UserGroupGroupRoleRoleChecker,3,0,0.6020599913279624,1,35,0.6020599913279624,0,0,1,6,3,2,2,92,2,20.0,0.0,40.0,20.05964320636323,0.8
com.liferay.portlet.sites.search.UserGroupGroupRoleUserGroupChecker,3,0,0.6020599913279624,1,35,0.6020599913279624,0,0,1,6,3,2,2,92,2,25.0,0.0,50.0,25.0,1.0
com.liferay.portlet.sites.search.UserGroupRoleRoleChecker,3,0,0.6020599913279624,1,35,0.6020599913279624,0,0,1,6,3,2,2,92,2,25.0,0.0,50.0,25.0,1.0
com.liferay.portlet.sites.search.UserGroupRoleUserChecker,3,0,0.6020599913279624,1,35,0.6020599913279624,0,0,1,6,3,2,2,92,2,25.0,0.0,50.0,25.0,1.0
com.liferay.portlet.sites.util.SitesUtil,123,67,2.093421685162235,24,12,2.1522883443830563,0,28,0,5,104,44,1,2337,24,21.55,26.3,16.8,12.79781405346535,36.0
com.liferay.portlet.sitesadmin.SiteMembershipsControlPanelEntry,6,2,0.8450980400142568,2,13,0.6989700043360189,0,0,0,5,4,4,2,91,2,51.8,63.6,40.0,50.28027857992187,3.0
com.liferay.portlet.sitesadmin.SiteSettingsControlPanelEntry,6,2,0.8450980400142568,2,13,0.6989700043360189,0,0,0,5,4,4,2,91,2,51.8,63.6,40.0,50.28027857992187,3.0
com.liferay.portlet.sitesadmin.SitesControlPanelEntry,5,3,0.7781512503836436,2,13,0.7781512503836436,0,0,0,9,5,4,2,93,2,13.6,12.9,14.3,13.6,1.0
com.liferay.portlet.sitesadmin.search.TeamSearchTerms,1,0,0.3010299956639812,0,21,0.3010299956639812,0,0,1,5,1,0,3,31,1,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.sitesadmin.search.UserGroupTeamChecker,3,0,0.6020599913279624,1,35,0.6020599913279624,0,0,1,4,3,2,2,79,2,94.45,88.9,100.0,90.32414005883984,4.0
com.liferay.portlet.sitesadmin.search.UserTeamChecker,3,0,0.6020599913279624,1,35,0.6020599913279624,0,0,1,4,3,2,2,79,2,25.0,0.0,50.0,25.0,1.0
com.liferay.portlet.social.NoSuchActivityAchievementException,4,0,0.6989700043360189,0,56,0.6989700043360189,0,0,4,3,4,0,4,26,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.social.NoSuchActivityCounterException,4,0,0.6989700043360189,0,56,0.6989700043360189,0,0,4,3,4,0,4,26,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.social.NoSuchActivityException,4,0,0.6989700043360189,0,56,0.6989700043360189,0,0,4,3,4,0,4,26,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.social.NoSuchActivityLimitException,4,0,0.6989700043360189,0,56,0.6989700043360189,0,0,4,3,4,0,4,26,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.social.NoSuchActivitySettingException,4,0,0.6989700043360189,0,56,0.6989700043360189,0,0,4,3,4,0,4,26,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.social.NoSuchRelationException,4,0,0.6989700043360189,0,56,0.6989700043360189,0,0,4,3,4,0,4,26,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.social.NoSuchRequestException,4,0,0.6989700043360189,0,56,0.6989700043360189,0,0,4,3,4,0,4,26,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.social.RelationUserIdException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.social.RequestUserIdException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.social.model.BaseSocialAchievement,40,15,1.6127838567197357,4,12,1.4471580313422192,0,0,0,3,37,15,1,353,20,68.0,72.5,63.5,39.667806245239454,37.2
com.liferay.portlet.social.model.BaseSocialActivityInterpreter,20,9,1.3222192947339193,5,12,1.2787536009528289,0,0,0,3,20,18,1,305,1,6.05,3.4,8.7,6.05,1.0
com.liferay.portlet.social.model.BaseSocialRequestInterpreter,19,6,1.3010299956639813,8,12,1.380211241711606,0,0,0,3,19,15,1,272,7,45.55,38.2,52.9,38.09744706733529,13.0
com.liferay.portlet.social.model.SocialActivityAchievementSoap,26,4,1.4313637641589874,5,12,1.4771212547196624,0,4,1,2,26,13,1,184,22,100.0,100.0,100.0,57.98863068835004,37.6
com.liferay.portlet.social.model.SocialActivityAchievementWrapper,51,8,1.7160033436347992,13,12,1.724275869600789,0,0,1,3,51,27,1,352,44,100.0,100.0,100.0,20.2091041660063,108.4
com.liferay.portlet.social.model.SocialActivityCounterDefinition,40,8,1.6127838567197357,5,12,1.414973347970818,0,0,0,3,31,15,1,226,23,99.1,100.0,98.2,41.1696487564669,60.0
com.liferay.portlet.social.model.SocialActivityCounterSoap,38,4,1.5910646070264989,5,12,1.6232492903979006,0,4,1,2,38,19,1,250,34,100.0,100.0,100.0,44.75419177687188,55.0
com.liferay.portlet.social.model.SocialActivityCounterWrapper,70,14,1.8512583487190752,14,12,1.8573324964312683,0,0,1,3,70,34,1,465,57,100.0,100.0,100.0,12.254286870304124,142.0
com.liferay.portlet.social.model.SocialActivityDefinition,33,5,1.5314789170422551,5,12,1.414973347970818,0,0,0,3,25,15,1,243,20,92.7,97.7,87.7,58.60378047716588,31.8
com.liferay.portlet.social.model.SocialActivityLimitSoap,29,4,1.4771212547196624,4,12,1.5185139398778875,0,4,1,2,29,14,1,207,25,100.0,100.0,100.0,53.03304945083279,43.6
com.liferay.portlet.social.model.SocialActivityLimitWrapper,61,10,1.792391689498254,12,12,1.7993405494535817,0,0,1,3,61,31,1,422,52,100.0,100.0,100.0,13.39936743275478,136.0
com.liferay.portlet.social.model.SocialActivitySettingSoap,25,4,1.414973347970818,4,12,1.462397997898956,0,4,1,2,25,12,1,185,21,100.0,100.0,100.0,59.56370852294573,35.8
com.liferay.portlet.social.model.SocialActivitySettingWrapper,50,8,1.7075701760979365,12,12,1.7160033436347992,0,0,1,3,50,26,1,349,43,100.0,100.0,100.0,20.75802059412446,106.6
com.liferay.portlet.social.model.SocialActivitySoap,33,4,1.5314789170422551,4,12,1.568201724066995,0,4,1,2,33,16,1,226,29,100.0,100.0,100.0,48.93616953161765,49.0
com.liferay.portlet.social.model.SocialActivityWrapper,68,12,1.8388490907372552,12,12,1.845098040014257,0,0,1,3,68,33,1,485,57,100.0,100.0,100.0,12.001501499009771,143.4
com.liferay.portlet.social.model.SocialRelationConstants,8,1,0.9542425094393248,2,12,0.4771212547196624,0,2,0,3,3,3,1,36,2,100.0,100.0,100.0,86.16672317221843,11.0
com.liferay.portlet.social.model.SocialRelationSoap,25,4,1.414973347970818,4,12,1.462397997898956,0,4,1,2,25,12,1,182,21,100.0,100.0,100.0,59.38660813673017,36.0
com.liferay.portlet.social.model.SocialRelationWrapper,48,8,1.6901960800285136,12,12,1.6989700043360187,0,0,1,3,48,25,1,329,41,100.0,100.0,100.0,23.175795556940404,99.2
com.liferay.portlet.social.model.SocialRequestSoap,37,4,1.57978359661681,4,12,1.6127838567197357,0,4,1,2,37,18,1,251,33,100.0,100.0,100.0,45.02151813801458,54.6
com.liferay.portlet.social.model.SocialRequestWrapper,72,14,1.863322860120456,12,12,1.869231719730976,0,0,1,3,72,34,1,503,59,100.0,100.0,100.0,11.074368117073886,148.8
com.liferay.portlet.social.model.impl.SocialActivityAchievementBaseImpl,2,1,0.4771212547196624,1,69,0.3010299956639812,0,0,0,8,2,0,3,34,1,90.0,80.0,100.0,88.66995073891627,2.0
com.liferay.portlet.social.model.impl.SocialActivityAchievementCacheModel,6,2,0.8450980400142568,4,12,0.8450980400142568,0,0,0,9,6,2,1,187,4,92.7,85.4,100.0,75.03466262933678,15.2
com.liferay.portlet.social.model.impl.SocialActivityAchievementModelImpl,62,20,1.7993405494535817,10,27,1.7853298350107671,0,0,1,2,61,34,2,684,42,83.55,90.0,77.1,47.16832256958898,39.4
com.liferay.portlet.social.model.impl.SocialActivityBaseImpl,2,1,0.4771212547196624,1,85,0.3010299956639812,0,0,0,8,2,0,3,34,1,90.0,80.0,100.0,88.66995073891627,2.0
com.liferay.portlet.social.model.impl.SocialActivityCacheModel,6,2,0.8450980400142568,4,12,0.8450980400142568,0,0,0,13,6,2,1,247,4,91.9,83.8,100.0,63.52690008088401,25.8
com.liferay.portlet.social.model.impl.SocialActivityCounterBaseImpl,2,1,0.4771212547196624,1,84,0.3010299956639812,0,0,0,8,2,0,3,34,1,90.0,80.0,100.0,88.66995073891627,2.0
com.liferay.portlet.social.model.impl.SocialActivityCounterCacheModel,6,2,0.8450980400142568,4,12,0.8450980400142568,0,0,0,15,6,2,1,277,4,91.65,83.3,100.0,62.79065250566969,26.4
com.liferay.portlet.social.model.impl.SocialActivityCounterImpl,7,4,0.9030899869919436,1,85,0.3010299956639812,0,0,0,19,5,4,4,39,1,48.4,58.3,38.5,46.28574249706562,4.0
com.liferay.portlet.social.model.impl.SocialActivityCounterModelImpl,88,31,1.9493900066449128,10,27,1.919078092376074,0,0,1,2,87,44,2,970,57,85.85,90.1,81.6,34.00575891861293,63.2
com.liferay.portlet.social.model.impl.SocialActivityImpl,5,1,0.7781512503836436,0,86,0.4771212547196624,0,0,0,3,3,1,4,53,2,62.5,62.5,62.5,60.66635929044628,3.0
com.liferay.portlet.social.model.impl.SocialActivityInterpreterImpl,7,2,0.9030899869919436,2,12,0.9030899869919436,0,0,1,3,7,5,1,88,5,100.0,100.0,100.0,87.72004144713075,9.8
com.liferay.portlet.social.model.impl.SocialActivityLimitBaseImpl,2,1,0.4771212547196624,1,76,0.3010299956639812,0,0,0,8,2,0,3,34,1,90.0,80.0,100.0,88.66995073891627,2.0
com.liferay.portlet.social.model.impl.SocialActivityLimitCacheModel,8,4,0.9542425094393248,4,12,0.8450980400142568,0,0,0,11,8,2,1,228,4,92.75,85.5,100.0,68.25169603706857,21.6
com.liferay.portlet.social.model.impl.SocialActivityLimitImpl,16,11,1.230448921378274,0,77,1.146128035678238,0,0,0,13,14,8,4,184,3,72.25,66.7,77.8,56.428895541136114,17.6
com.liferay.portlet.social.model.impl.SocialActivityLimitModelImpl,78,28,1.8976270912904407,9,27,1.8573324964312683,0,0,1,2,76,40,2,834,49,91.6,96.5,86.7,41.11709285172079,54.8
com.liferay.portlet.social.model.impl.SocialActivityModelImpl,90,32,1.9590413923210936,9,27,1.9138138523837167,0,0,1,2,89,44,2,970,58,86.65,93.3,80.0,37.75403808111201,56.8
com.liferay.portlet.social.model.impl.SocialActivitySettingBaseImpl,2,1,0.4771212547196624,1,70,0.3010299956639812,0,0,0,8,2,0,3,34,1,90.0,80.0,100.0,88.66995073891627,2.0
com.liferay.portlet.social.model.impl.SocialActivitySettingCacheModel,8,4,0.9542425094393248,4,12,0.8450980400142568,0,0,0,9,8,2,1,198,4,93.25,86.5,100.0,74.36438631089914,16.2
com.liferay.portlet.social.model.impl.SocialActivitySettingModelImpl,71,27,1.8573324964312683,11,27,1.8260748027008264,0,2,1,2,69,39,2,789,43,74.85,77.5,72.2,36.95739928609917,48.4
com.liferay.portlet.social.model.impl.SocialRelationBaseImpl,2,1,0.4771212547196624,1,67,0.3010299956639812,0,0,0,8,2,0,3,34,1,90.0,80.0,100.0,88.66995073891627,2.0
com.liferay.portlet.social.model.impl.SocialRelationCacheModel,6,2,0.8450980400142568,4,12,0.8450980400142568,0,0,0,9,6,2,1,187,4,94.15,88.3,100.0,76.20834397575035,15.2
com.liferay.portlet.social.model.impl.SocialRelationModelImpl,61,21,1.792391689498254,9,27,1.7708520116421442,0,0,1,2,60,33,2,672,40,98.15,98.6,97.7,34.30739328675684,71.6
com.liferay.portlet.social.model.impl.SocialRequestBaseImpl,2,1,0.4771212547196624,1,91,0.3010299956639812,0,0,0,8,2,0,3,34,1,90.0,80.0,100.0,88.66995073891627,2.0
com.liferay.portlet.social.model.impl.SocialRequestCacheModel,8,4,0.9542425094393248,4,12,0.8450980400142568,0,0,0,15,8,2,1,288,4,85.9,82.7,89.1,57.12465710519332,28.4
com.liferay.portlet.social.model.impl.SocialRequestInterpreterImpl,9,2,1.0,4,12,1.0,0,0,1,3,9,7,1,106,7,100.0,100.0,100.0,83.39005966268444,13.2
com.liferay.portlet.social.model.impl.SocialRequestModelImpl,104,39,2.0211892990699383,11,27,1.9731278535996983,0,2,1,2,102,51,2,1176,64,90.2,95.5,84.9,32.09690859357811,70.4
com.liferay.portlet.social.service.SocialActivityAchievementLocalServiceUtil,31,1,1.505149978319906,14,12,1.4913616938342726,0,29,0,2,31,27,1,583,30,86.0,75.8,96.2,55.01956897195818,31.0
com.liferay.portlet.social.service.SocialActivityAchievementLocalServiceWrapper,33,0,1.5314789170422551,14,12,1.5314789170422551,0,0,1,3,33,28,1,584,33,93.85,94.4,93.3,61.67254712876899,29.2
com.liferay.portlet.social.service.SocialActivityCounterLocalServiceUtil,43,1,1.6434526764861874,28,12,1.6334684555795864,0,41,0,2,43,31,1,1002,42,78.75,62.0,95.5,42.89790061231781,41.8
com.liferay.portlet.social.service.SocialActivityCounterLocalServiceWrapper,45,0,1.662757831681574,28,12,1.662757831681574,0,0,1,3,45,32,1,1003,45,87.65,86.4,88.9,46.7611235406652,43.2
com.liferay.portlet.social.service.SocialActivityInterpreterLocalServiceUtil,8,1,0.9542425094393248,3,12,0.9030899869919436,0,6,0,2,8,3,1,96,7,69.3,58.6,80.0,63.94647457874683,6.4
com.liferay.portlet.social.service.SocialActivityInterpreterLocalServiceWrapper,10,0,1.0413926851582251,3,12,1.0413926851582251,0,0,1,3,10,4,1,97,10,84.2,82.4,86.0,72.76874374234887,10.8
com.liferay.portlet.social.service.SocialActivityLimitLocalServiceUtil,23,1,1.380211241711606,14,12,1.3617278360175928,0,21,0,2,23,20,1,452,22,88.15,81.3,95.0,62.96363052786243,23.6
com.liferay.portlet.social.service.SocialActivityLimitLocalServiceWrapper,25,0,1.414973347970818,14,12,1.414973347970818,0,0,1,3,25,21,1,453,25,96.75,96.7,96.8,65.89114943771102,26.8
com.liferay.portlet.social.service.SocialActivityLocalServiceUtil,61,1,1.792391689498254,22,12,1.7853298350107671,0,59,0,2,61,48,1,1223,60,82.7,70.2,95.2,35.28969402643715,58.2
com.liferay.portlet.social.service.SocialActivityLocalServiceWrapper,63,0,1.8061799739838869,22,12,1.8061799739838869,0,0,1,3,63,49,1,1224,63,65.15,64.6,65.7,43.45483156228971,28.2
com.liferay.portlet.social.service.SocialActivitySettingLocalServiceUtil,32,1,1.5185139398778875,20,12,1.505149978319906,0,30,0,2,32,23,1,627,31,83.95,71.5,96.4,47.394143383806046,39.4
com.liferay.portlet.social.service.SocialActivitySettingLocalServiceWrapper,34,0,1.5440680443502757,20,12,1.5440680443502757,0,0,1,3,34,24,1,628,34,83.45,82.2,84.7,59.07641883193831,24.2
com.liferay.portlet.social.service.SocialActivitySettingServiceUtil,11,1,1.0791812460476249,3,12,1.0413926851582251,0,9,0,2,11,5,1,230,10,67.85,52.4,83.3,59.87356215520192,9.4
com.liferay.portlet.social.service.SocialActivitySettingServiceWrapper,13,0,1.146128035678238,3,12,1.146128035678238,0,0,1,3,13,6,1,231,13,97.8,97.1,98.5,78.22547718017957,16.0
com.liferay.portlet.social.service.SocialRelationLocalServiceUtil,37,1,1.57978359661681,20,12,1.568201724066995,0,35,0,2,37,29,1,699,36,89.9,83.0,96.8,51.05638788305289,39.0
com.liferay.portlet.social.service.SocialRelationLocalServiceWrapper,39,0,1.6020599913279625,20,12,1.6020599913279625,0,0,1,3,39,30,1,700,39,88.7,88.2,89.2,55.742071195117184,32.2
com.liferay.portlet.social.service.SocialRequestInterpreterLocalServiceUtil,10,1,1.0413926851582251,5,12,1.0,0,8,0,2,10,3,1,132,9,70.15,56.7,83.6,62.83172204812418,8.4
com.liferay.portlet.social.service.SocialRequestInterpreterLocalServiceWrapper,12,0,1.1139433523068367,5,12,1.1139433523068367,0,0,1,3,12,4,1,133,12,92.35,91.4,93.3,74.75136023537488,15.2
com.liferay.portlet.social.service.SocialRequestLocalServiceUtil,38,1,1.5910646070264989,20,12,1.57978359661681,0,36,0,2,38,31,1,735,37,87.6,78.8,96.4,48.86920229687058,40.2
com.liferay.portlet.social.service.SocialRequestLocalServiceWrapper,40,0,1.6127838567197357,20,12,1.6127838567197357,0,0,1,3,40,32,1,736,40,94.65,94.3,95.0,59.30439662630905,32.4
com.liferay.portlet.social.service.SocialRequestServiceUtil,6,1,0.8450980400142568,1,12,0.7781512503836436,0,4,0,2,6,3,1,82,5,73.0,66.0,80.0,69.19028317173658,4.6
com.liferay.portlet.social.service.SocialRequestServiceWrapper,8,0,0.9542425094393248,1,12,0.9542425094393248,0,0,1,3,8,4,1,83,8,100.0,100.0,100.0,88.24401201945751,9.4
com.liferay.portlet.social.service.base.SocialActivityAchievementLocalServiceBaseImpl,84,2,1.9294189257142929,15,13,1.9395192526186185,0,0,0,3,84,49,2,896,80,92.9,89.6,96.2,28.740319034778523,79.8
com.liferay.portlet.social.service.base.SocialActivityCounterLocalServiceBaseImpl,98,2,1.99563519459755,15,13,2.0043213737826417,0,0,0,3,98,56,2,1030,94,92.9,90.3,95.5,23.682799351674472,92.8
com.liferay.portlet.social.service.base.SocialActivityInterpreterLocalServiceBaseImpl,58,0,1.7708520116421442,3,13,1.7781512503836436,0,0,0,2,58,27,2,587,56,95.3,92.3,98.3,41.39944649310481,57.0
com.liferay.portlet.social.service.base.SocialActivityLimitLocalServiceBaseImpl,84,2,1.9294189257142929,15,13,1.9395192526186185,0,0,0,3,84,49,2,896,80,93.1,89.8,96.4,28.71655533153012,80.0
com.liferay.portlet.social.service.base.SocialActivityLocalServiceBaseImpl,100,2,2.0043213737826417,15,13,2.012837224705172,0,0,0,3,100,57,2,1048,96,94.05,91.3,96.8,22.99700094745461,95.6
com.liferay.portlet.social.service.base.SocialActivitySettingServiceBaseImpl,68,1,1.8388490907372552,3,18,1.845098040014257,0,0,0,2,68,33,2,668,64,93.5,91.4,95.6,36.1641377966112,64.8
com.liferay.portlet.social.service.base.SocialRelationLocalServiceBaseImpl,76,2,1.8864907251724816,15,13,1.8976270912904407,0,0,0,3,76,45,2,822,72,92.4,88.7,96.1,32.105761229661525,72.0
com.liferay.portlet.social.service.base.SocialRequestInterpreterLocalServiceBaseImpl,58,0,1.7708520116421442,3,13,1.7781512503836436,0,0,0,2,58,27,2,587,56,95.3,92.3,98.3,41.276353788757575,57.2
com.liferay.portlet.social.service.base.SocialRequestLocalServiceBaseImpl,77,2,1.8920946026904804,15,13,1.9030899869919435,0,0,0,3,77,46,2,833,73,91.6,88.1,95.1,31.733155912630476,72.2
com.liferay.portlet.social.service.base.SocialRequestServiceBaseImpl,60,1,1.7853298350107671,3,18,1.792391689498254,0,0,0,2,60,29,2,594,56,92.65,90.3,95.0,40.24825516879498,57.0
com.liferay.portlet.social.service.http.SocialActivitySettingServiceHttp,30,18,1.4913616938342726,3,12,1.3424226808222062,0,6,0,28,30,3,1,690,6,15.7,27.4,4.0,14.358312422530588,7.0
com.liferay.portlet.social.service.http.SocialActivitySettingServiceSoap,8,0,0.9542425094393248,3,12,0.7781512503836436,0,4,0,11,8,1,1,150,4,85.4,70.8,100.0,80.46253326648626,5.0
com.liferay.portlet.social.service.http.SocialRequestServiceHttp,5,3,0.7781512503836436,1,12,0.6989700043360189,0,1,0,30,5,1,1,167,1,21.75,23.5,20.0,21.556568869639,1.6
com.liferay.portlet.social.service.impl.SocialActivityAchievementLocalServiceImpl,12,2,1.1139433523068367,2,96,1.1760912590556811,0,0,0,3,12,10,3,192,10,57.35,43.3,71.4,50.15786497535628,10.0
com.liferay.portlet.social.service.impl.SocialActivityCounterLocalServiceImpl,101,54,2.008600171761917,22,110,1.9493900066449128,0,0,0,4,86,33,3,1493,22,14.35,14.7,14.0,7.587615111499508,43.8
com.liferay.portlet.social.service.impl.SocialActivityInterpreterLocalServiceImpl,12,7,1.1139433523068367,3,70,0.9542425094393248,0,0,0,4,12,3,3,153,3,20.0,21.2,18.8,19.64584643388512,2.2
com.liferay.portlet.social.service.impl.SocialActivityLimitLocalServiceImpl,2,0,0.4771212547196624,2,96,0.7781512503836436,0,0,0,8,2,2,3,129,2,59.4,18.8,100.0,57.65730786964014,3.0
com.liferay.portlet.social.service.impl.SocialActivityLocalServiceImpl,62,15,1.7993405494535817,10,112,1.8260748027008264,0,0,0,3,56,35,3,806,40,40.75,31.1,50.4,22.0005462467016,42.4
com.liferay.portlet.social.service.impl.SocialActivitySettingServiceImpl,11,3,1.0791812460476249,4,85,1.2041199826559248,0,0,0,7,10,3,3,240,6,31.45,20.0,42.9,28.76235195468707,7.0
com.liferay.portlet.social.service.impl.SocialRelationLocalServiceImpl,29,11,1.4771212547196624,8,88,1.4913616938342726,0,0,0,3,27,15,3,354,16,34.6,29.2,40.0,25.61309411763957,21.2
com.liferay.portlet.social.service.impl.SocialRequestInterpreterLocalServiceImpl,15,10,1.2041199826559248,5,70,1.2552725051033058,0,0,0,4,15,4,3,174,5,18.95,24.3,13.6,17.854391163933425,5.0
com.liferay.portlet.social.service.impl.SocialRequestLocalServiceImpl,28,7,1.462397997898956,8,89,1.505149978319906,0,0,0,3,24,14,3,376,16,29.5,25.7,33.3,23.177795757170852,17.2
com.liferay.portlet.social.service.impl.SocialRequestServiceImpl,1,0,0.3010299956639812,1,77,0.3010299956639812,0,0,0,8,1,1,3,70,1,77.5,65.0,90.0,77.5,1.0
com.liferay.portlet.social.service.permission.SocialRequestPermission,6,4,0.8450980400142568,2,12,0.6020599913279624,0,2,0,8,6,3,1,85,2,18.05,25.0,11.1,17.677658794007833,2.4
com.liferay.portlet.social.service.persistence.SocialActivityAchievementUtil,78,1,1.8976270912904407,75,12,1.8920946026904804,0,75,0,2,78,66,1,1813,77,78.65,64.1,93.2,26.605464844250704,73.8
com.liferay.portlet.social.service.persistence.SocialActivityUtil,113,1,2.0569048513364727,110,12,2.0530784434834195,0,110,0,2,113,98,1,2679,112,76.15,58.8,93.5,16.04434117266216,105.6
com.liferay.portlet.social.service.persistence.SocialRelationUtil,128,1,2.110589710299249,125,12,2.1072099696478683,0,125,0,2,128,111,1,3028,127,80.8,66.3,95.3,12.98318879907291,123.8
com.liferay.portlet.social.service.persistence.SocialRequestUtil,123,1,2.093421685162235,120,12,2.089905111439398,0,120,0,2,123,107,1,3044,122,76.55,59.4,93.7,13.856180905131485,115.8
com.liferay.portlet.social.util.FacebookUtil,12,10,1.1139433523068367,1,12,1.0,0,2,0,14,12,7,1,161,2,48.0,53.1,42.9,42.99248265587969,8.4
com.liferay.portlet.social.util.PortalActivityInterpreter,2,0,0.4771212547196624,1,20,0.4771212547196624,0,0,0,3,2,2,2,46,1,100.0,100.0,100.0,98.52216748768474,2.0
com.liferay.portlet.social.util.PortalRequestInterpreter,3,0,0.6020599913279624,2,22,0.6020599913279624,0,0,0,3,3,3,2,52,1,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.social.util.SocialConfigurationUtil,49,28,1.6989700043360187,10,12,1.8750612633917,8,17,0,3,45,14,1,785,9,16.85,15.1,18.6,14.261993428959762,12.2
com.liferay.portlet.social.util.comparator.SocialActivityCounterNameComparator,2,0,0.4771212547196624,1,12,0.6989700043360189,0,0,1,3,2,1,1,48,2,50.0,40.0,60.0,50.29866069582432,0.6
com.liferay.portlet.social.util.comparator.SocialActivityDefinitionNameComparator,2,0,0.4771212547196624,1,12,0.6989700043360189,0,0,1,3,2,1,1,46,2,83.35,66.7,100.0,83.35,1.0
com.liferay.portlet.socialactivity.SocialActivityAdminControlPanelEntry,2,0,0.4771212547196624,2,13,0.4771212547196624,0,0,0,5,2,2,2,45,2,100.0,100.0,100.0,98.52216748768474,2.0
com.liferay.portlet.socialactivity.action.ViewAction,15,10,1.2041199826559248,4,36,1.3979400086720375,0,0,0,10,14,2,4,418,2,32.85,34.5,31.2,30.13230320487849,6.8
com.liferay.portlet.softwarecatalog.DuplicateProductEntryModuleIdException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.DuplicateProductVersionDirectDownloadURLException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.FrameworkVersionNameException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.LicenseNameException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.NoSuchLicenseException,4,0,0.6989700043360189,0,56,0.6989700043360189,0,0,4,3,4,0,4,26,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.NoSuchProductVersionException,4,0,0.6989700043360189,0,56,0.6989700043360189,0,0,4,3,4,0,4,26,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.ProductEntryAuthorException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.ProductEntryLicenseException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.ProductEntryNameException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.ProductEntryPageURLException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.ProductEntryScreenshotsException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.ProductEntryShortDescriptionException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.ProductEntryTypeException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
com.liferay.portlet.softwarecatalog.ProductVersionChangeLogException,4,0,0.6989700043360189,0,52,0.6989700043360189,0,0,4,3,4,0,3,28,4,100.0,100.0,100.0,97.06617486471404,3.0
